date,steps,low_activity
2022-04-22,1070,True
2022-04-23,281,True
2022-04-24,4468,False
2022-04-25,2098,True
2022-04-26,1333,True
2022-04-27,1431,True
2022-04-28,1115,True
2022-04-29,1552,True
2022-04-30,1920,True
2022-05-01,797,True
2022-05-02,867,True
2022-05-03,1486,True
2022-05-04,1179,True
2022-05-05,1057,True
2022-05-06,1480,True
2022-05-07,1344,True
2022-05-08,578,True
2022-05-09,922,True
2022-05-10,2325,True
2022-05-11,3824,True
2022-05-12,1699,True
2022-05-13,2628,True
2022-05-14,269,True
2022-05-15,230,True
2022-05-16,2819,True
2022-05-17,8928,False
2022-05-18,1413,True
2022-05-19,2728,True
2022-05-20,11799,False
2022-05-21,359,True
2022-05-22,333,True
2022-05-23,1516,True
2022-05-24,2558,True
2022-05-25,2325,True
2022-05-26,2450,True
2022-05-27,2330,True
2022-05-28,412,True
2022-05-29,624,True
2022-05-30,186,True
2022-05-31,1778,True
2022-06-01,1688,True
2022-06-02,1573,True
2022-06-03,1857,True
2022-06-04,8963,False
2022-06-05,2773,True
2022-06-06,1627,True
2022-06-07,2702,True
2022-06-08,2705,True
2022-06-09,1648,True
2022-06-10,742,True
2022-06-11,242,True
2022-06-12,6458,False
2022-06-13,1636,True
2022-06-14,2095,True
2022-06-15,1491,True
2022-06-16,2206,True
2022-06-17,1834,True
2022-06-18,366,True
2022-06-19,426,True
2022-06-20,2139,True
2022-06-21,610,True
2022-06-22,1349,True
2022-06-23,166,True
2022-06-24,277,True
2022-06-25,2648,True
2022-06-26,2640,True
2022-06-27,264,True
2022-06-28,578,True
2022-06-29,254,True
2022-06-30,640,True
2022-07-01,166,True
2022-07-02,1340,True
2022-07-03,23551,False
2022-07-04,23021,False
2022-07-05,1598,True
2022-07-06,246,True
2022-07-07,231,True
2022-07-08,304,True
2022-07-09,234,True
2022-07-10,294,True
2022-07-11,159,True
2022-07-12,95,True
2022-07-13,272,True
2022-07-14,228,True
2022-07-15,126,True
2022-07-16,2316,True
2022-07-17,134,True
2022-07-18,246,True
2022-07-19,126,True
2022-07-20,235,True
2022-07-21,2422,True
2022-07-22,304,True
2022-07-23,315,True
2022-07-24,121,True
2022-07-25,1874,True
2022-07-26,909,True
2022-07-27,565,True
2022-07-28,1021,True
2022-07-29,678,True
2022-07-30,285,True
2022-07-31,309,True
2022-08-01,1853,True
2022-08-02,978,True
2022-08-03,772,True
2022-08-04,750,True
2022-08-05,724,True
2022-08-06,4661,False
2022-08-07,30219,False
2022-08-08,51215,False
2022-08-09,63805,False
2022-08-10,25869,False
2022-08-11,20221,False
2022-08-12,26437,False
2022-08-13,14639,False
2022-08-14,21850,False
2022-08-15,21223,False
2022-08-16,24165,False
2022-08-17,16216,False
2022-08-18,21948,False
2022-08-19,19607,False
2022-08-20,9767,False
2022-08-21,3860,True
2022-08-22,241,True
2022-08-23,911,True
2022-08-24,217,True
2022-08-25,204,True
2022-08-26,1236,True
2022-08-27,219,True
2022-08-28,773,True
2022-08-29,292,True
2022-08-30,327,True
2022-08-31,1972,True
2022-09-01,2229,True
2022-09-02,184,True
2022-09-03,247,True
2022-09-04,318,True
2022-09-05,132,True
2022-09-06,2560,True
2022-09-07,1389,True
2022-09-08,3030,True
2022-09-09,2126,True
2022-09-10,207,True
2022-09-11,2653,True
2022-09-12,1477,True
2022-09-13,3391,True
2022-09-14,1701,True
2022-09-15,2098,True
2022-09-16,1510,True
2022-09-17,955,True
2022-09-18,1712,True
2022-09-19,1407,True
2022-09-20,1414,True
2022-09-21,1489,True
2022-09-22,1662,True
2022-09-23,1285,True
2022-09-24,385,True
2022-09-25,818,True
2022-09-26,2277,True
2022-09-27,1532,True
2022-09-28,1548,True
2022-09-29,1336,True
2022-09-30,1800,True
2022-10-01,293,True
2022-10-02,955,True
2022-10-03,1500,True
2022-10-04,1702,True
2022-10-05,1831,True
2022-10-06,2677,True
2022-10-07,1491,True
2022-10-08,884,True
2022-10-09,697,True
2022-10-10,458,True
2022-10-11,2544,True
2022-10-12,1759,True
2022-10-13,1801,True
2022-10-14,2017,True
2022-10-15,420,True
2022-10-16,1687,True
2022-10-17,1508,True
2022-10-18,1943,True
2022-10-19,2669,True
2022-10-20,1895,True
2022-10-21,1896,True
2022-10-22,3203,True
2022-10-23,1220,True
2022-10-24,1598,True
2022-10-25,1736,True
2022-10-26,1911,True
2022-10-27,1478,True
2022-10-28,2414,True
2022-10-29,679,True
2022-10-30,1676,True
2022-10-31,2570,True
2022-11-01,2115,True
2022-11-02,1701,True
2022-11-03,2015,True
2022-11-04,1839,True
2022-11-05,1938,True
2022-11-06,922,True
2022-11-07,1674,True
2022-11-08,1680,True
2022-11-09,1951,True
2022-11-10,2798,True
2022-11-11,416,True
2022-11-12,411,True
2022-11-13,2218,True
2022-11-14,1779,True
2022-11-15,3780,True
2022-11-16,2885,True
2022-11-17,7056,False
2022-11-18,1267,True
2022-11-19,516,True
2022-11-20,3413,True
2022-11-21,838,True
2022-11-22,1566,True
2022-11-23,878,True
2022-11-24,48,True
2022-11-25,82,True
2022-11-26,101,True
2022-11-27,2627,True
2022-11-28,67,True
2022-11-29,1651,True
2022-11-30,1115,True
2022-12-01,1552,True
2022-12-02,850,True
2022-12-03,1108,True
2022-12-04,5571,False
2022-12-05,2591,True
2022-12-06,3309,True
2022-12-07,14780,False
2022-12-08,3072,True
2022-12-09,6332,False
2022-12-10,4287,False
2022-12-11,7852,False
2022-12-12,3060,True
2022-12-13,4232,False
2022-12-14,3006,True
2022-12-15,4181,False
2022-12-16,5694,False
2022-12-17,4342,False
2022-12-18,6658,False
2022-12-19,3482,True
2022-12-20,5991,False
2022-12-21,9704,False
2022-12-22,7183,False
2022-12-23,5853,False
2022-12-24,6528,False
2022-12-25,4438,False
2022-12-26,4193,False
2022-12-27,6185,False
2022-12-28,4601,False
2022-12-29,1530,True
2022-12-30,6564,False
2022-12-31,12281,False
2023-01-01,5473,False
2023-01-02,5697,False
2023-01-03,3266,True
2023-01-04,2248,True
2023-01-05,4121,False
2023-01-06,5203,False
2023-01-07,5344,False
2023-01-08,6564,False
2023-01-09,2543,True
2023-01-10,4082,False
2023-01-11,2492,True
2023-01-12,4763,False
2023-01-13,2005,True
2023-01-14,6483,False
2023-01-15,6853,False
2023-01-16,4348,False
2023-01-17,9118,False
2023-01-18,11243,False
2023-01-19,11417,False
2023-01-20,16689,False
2023-01-21,1990,True
2023-01-22,2817,True
2023-01-23,9979,False
2023-01-24,8951,False
2023-01-25,19291,False
2023-01-26,11283,False
2023-01-27,20358,False
2023-01-28,19113,False
2023-01-29,26058,False
2023-01-30,26699,False
2023-01-31,20484,False
2023-02-01,9939,False
2023-02-02,4162,False
2023-02-03,6162,False
2023-02-04,8515,False
2023-02-05,12328,False
2023-02-06,1873,True
2023-02-07,2742,True
2023-02-08,3395,True
2023-02-09,3026,True
2023-02-10,5502,False
2023-02-11,5824,False
2023-02-12,6526,False
2023-02-13,4336,False
2023-02-14,6308,False
2023-02-15,5486,False
2023-02-16,3695,True
2023-02-17,5917,False
2023-02-18,7857,False
2023-02-19,24782,False
2023-02-20,18099,False
2023-02-21,5628,False
2023-02-22,5971,False
2023-02-23,7619,False
2023-02-24,7474,False
2023-02-25,6149,False
2023-02-26,10805,False
2023-02-27,1416,True
2023-02-28,3144,True
2023-03-01,2850,True
2023-03-02,3016,True
2023-03-03,2061,True
2023-03-04,10234,False
2023-03-05,8292,False
2023-03-06,1180,True
2023-03-07,3774,True
2023-03-08,7482,False
2023-03-09,3114,True
2023-03-10,1867,True
2023-03-11,881,True
2023-03-12,7784,False
2023-03-13,1772,True
2023-03-14,2414,True
2023-03-15,851,True
2023-03-16,2890,True
2023-03-17,1644,True
2023-03-18,3673,True
2023-03-19,3311,True
2023-03-20,2047,True
2023-03-21,4081,False
2023-03-22,1226,True
2023-03-23,2771,True
2023-03-24,1611,True
2023-03-25,856,True
2023-03-26,8703,False
2023-03-27,1129,True
2023-03-28,2871,True
2023-03-29,2660,True
2023-03-30,2799,True
2023-03-31,3274,True
2023-04-01,866,True
2023-04-02,4605,False
2023-04-03,2226,True
2023-04-04,3322,True
2023-04-05,1787,True
2023-04-06,3399,True
2023-04-07,2395,True
2023-04-08,13011,False
2023-04-09,652,True
2023-04-10,2345,True
2023-04-11,3971,True
2023-04-12,730,True
2023-04-13,2787,True
2023-04-14,1686,True
2023-04-15,317,True
2023-04-16,185,True
2023-04-17,6371,False
2023-04-18,7010,False
2023-04-19,6213,False
2023-04-20,10358,False
2023-04-21,7420,False
2023-04-22,2951,True
2023-04-23,1776,True
2023-04-24,2124,True
2023-04-25,4080,False
2023-04-26,5419,False
2023-04-27,5022,False
2023-04-28,2215,True
2023-04-29,2602,True
2023-04-30,3209,True
2023-05-01,2114,True
2023-05-02,3807,True
2023-05-03,2636,True
2023-05-04,5421,False
2023-05-05,1468,True
2023-05-06,5946,False
2023-05-07,3213,True
2023-05-08,1229,True
2023-05-09,4000,False
2023-05-10,824,True
2023-05-11,3027,True
2023-05-12,3385,True
2023-05-13,2495,True
2023-05-14,11952,False
2023-05-15,585,True
2023-05-16,2215,True
2023-05-17,6777,False
2023-05-18,4434,False
2023-05-19,11285,False
2023-05-20,715,True
2023-05-21,4286,False
2023-05-22,5818,False
2023-05-23,17016,False
2023-05-24,4678,False
2023-05-25,5934,False
2023-05-26,11638,False
2023-05-27,668,True
2023-05-28,37919,False
2023-05-29,709,True
2023-05-30,9168,False
2023-05-31,5789,False
2023-06-01,3584,True
2023-06-02,5663,False
2023-06-03,5288,False
2023-06-04,4558,False
2023-06-05,4366,False
2023-06-06,11242,False
2023-06-07,6853,False
2023-06-08,19543,False
2023-06-09,5034,False
2023-06-10,3104,True
2023-06-11,8796,False
2023-06-12,10990,False
2023-06-13,17733,False
2023-06-14,7789,False
2023-06-15,14746,False
2023-06-16,1014,True
2023-06-17,878,True
2023-06-18,828,True
2023-06-19,1042,True
2023-06-20,919,True
2023-06-21,845,True
2023-06-22,856,True
2023-06-23,1753,True
2023-06-24,11257,False
2023-06-25,7174,False
2023-06-26,5117,False
2023-06-27,7578,False
2023-06-28,6140,False
2023-06-29,2249,True
2023-06-30,16662,False
2023-07-01,26314,False
2023-07-02,5665,False
2023-07-03,3629,True
2023-07-04,1538,True
2023-07-05,4259,False
2023-07-06,1068,True
2023-07-07,5065,False
2023-07-08,10980,False
2023-07-09,30061,False
2023-07-10,12523,False
2023-07-11,15466,False
2023-07-12,7651,False
2023-07-13,7823,False
2023-07-14,12495,False
2023-07-15,9376,False
2023-07-16,1325,True
2023-07-17,7943,False
2023-07-18,11962,False
2023-07-19,9196,False
2023-07-20,12951,False
2023-07-21,14165,False
2023-07-22,2128,True
2023-07-23,1950,True
2023-07-24,5610,False
2023-07-25,1893,True
2023-07-26,3532,True
2023-07-27,3769,True
2023-07-28,1940,True
2023-07-29,3674,True
2023-07-30,15122,False
2023-07-31,8394,False
2023-08-01,13748,False
2023-08-02,10471,False
2023-08-03,13946,False
2023-08-04,14282,False
2023-08-05,1350,True
2023-08-06,1652,True
2023-08-07,11099,False
2023-08-08,1857,True
2023-08-09,2009,True
2023-08-10,1814,True
2023-08-11,2282,True
2023-08-12,8428,False
2023-08-13,4641,False
2023-08-14,3977,True
2023-08-15,3701,True
2023-08-16,9487,False
2023-08-17,17087,False
2023-08-18,13190,False
2023-08-19,14212,False
2023-08-20,21436,False
2023-08-21,4277,False
2023-08-22,8718,False
2023-08-23,13955,False
2023-08-24,3475,True
2023-08-25,7247,False
2023-08-26,3583,True
2023-08-27,2271,True
2023-08-28,74,True
2023-08-29,6838,False
2023-08-30,12600,False
2023-08-31,16242,False
2023-09-01,12,True
2023-09-02,6,True
2023-09-03,7224,False
2023-09-04,3879,True
2023-09-05,480,True
2023-09-06,878,True
2023-09-07,3590,True
2023-09-08,4408,False
2023-09-09,1666,True
2023-09-10,1498,True
2023-09-11,3653,True
2023-09-12,5407,False
2023-09-13,2974,True
2023-09-14,3393,True
2023-09-15,2902,True
2023-09-16,436,True
2023-09-17,2355,True
2023-09-18,3062,True
2023-09-19,4186,False
2023-09-20,3295,True
2023-09-21,3072,True
2023-09-22,3226,True
2023-09-23,811,True
2023-09-24,934,True
2023-09-25,3113,True
2023-09-26,3899,True
2023-09-27,3357,True
2023-09-28,3019,True
2023-09-29,2851,True
2023-09-30,863,True
2023-10-01,2475,True
2023-10-02,2750,True
2023-10-03,4478,False
2023-10-04,2525,True
2023-10-05,3110,True
2023-10-06,3096,True
2023-10-07,690,True
2023-10-08,691,True
2023-10-09,1242,True
2023-10-10,4462,False
2023-10-11,2953,True
2023-10-12,2934,True
2023-10-13,2238,True
2023-10-14,1351,True
2023-10-15,1248,True
2023-10-16,3244,True
2023-10-17,4675,False
2023-10-18,3307,True
2023-10-19,3335,True
2023-10-20,2996,True
2023-10-21,1417,True
2023-10-22,2171,True
2023-10-23,2498,True
2023-10-24,5345,False
2023-10-25,3758,True
2023-10-26,3547,True
2023-10-27,3112,True
2023-10-28,680,True
2023-10-29,1479,True
2023-10-30,3248,True
2023-10-31,8219,False
2023-11-01,2621,True
2023-11-02,3380,True
2023-11-03,2938,True
2023-11-04,959,True
2023-11-05,3211,True
2023-11-06,6652,False
2023-11-07,1617,True
2023-11-08,4278,False
2023-11-09,6767,False
2023-11-10,4800,False
2023-11-11,998,True
2023-11-12,1594,True
2023-11-13,2520,True
2023-11-14,8373,False
2023-11-15,3622,True
2023-11-16,6611,False
2023-11-17,2681,True
2023-11-18,889,True
2023-11-19,1808,True
2023-11-20,2763,True
2023-11-21,4151,False
2023-11-22,3152,True
2023-11-23,1271,True
2023-11-24,1442,True
2023-11-25,365,True
2023-11-26,1778,True
2023-11-27,6692,False
2023-11-28,7841,False
2023-11-29,2705,True
2023-11-30,2575,True
2023-12-01,837,True
2023-12-02,937,True
2023-12-03,2003,True
2023-12-04,6489,False
2023-12-05,7045,False
2023-12-06,3039,True
2023-12-07,2756,True
2023-12-08,2745,True
2023-12-09,855,True
2023-12-10,2603,True
2023-12-11,3367,True
2023-12-12,1632,True
2023-12-13,3137,True
2023-12-14,3179,True
2023-12-15,2954,True
2023-12-16,537,True
2023-12-17,7395,False
2023-12-18,2650,True
2023-12-19,7045,False
2023-12-20,3101,True
2023-12-21,2647,True
2023-12-22,2746,True
2023-12-23,649,True
2023-12-24,1527,True
2023-12-25,676,True
2023-12-26,1382,True
2023-12-27,7330,False
2023-12-28,954,True
2023-12-29,1443,True
2023-12-30,849,True
2023-12-31,1888,True
2024-01-01,1196,True
2024-01-02,3744,True
2024-01-03,2767,True
2024-01-04,3139,True
2024-01-05,3217,True
2024-01-06,463,True
2024-01-07,1118,True
2024-01-08,2385,True
2024-01-09,991,True
2024-01-10,3408,True
2024-01-11,2281,True
2024-01-12,2908,True
2024-01-13,849,True
2024-01-14,347,True
2024-01-15,1469,True
2024-01-16,5052,False
2024-01-17,2972,True
2024-01-18,2904,True
2024-01-19,3207,True
2024-01-20,641,True
2024-01-21,1866,True
2024-01-22,2697,True
2024-01-23,3997,True
2024-01-24,3479,True
2024-01-25,3159,True
2024-01-26,4675,False
2024-01-27,1322,True
2024-01-28,3771,True
2024-01-29,2927,True
2024-01-30,5233,False
2024-01-31,3273,True
2024-02-01,2786,True
2024-02-02,3079,True
2024-02-03,784,True
2024-02-04,3236,True
2024-02-05,3142,True
2024-02-06,4118,False
2024-02-07,3909,True
2024-02-08,6249,False
2024-02-09,2855,True
2024-02-10,2845,True
2024-02-11,8235,False
2024-02-12,4088,False
2024-02-13,925,True
2024-02-14,3358,True
2024-02-15,3374,True
2024-02-16,2976,True
2024-02-17,979,True
2024-02-18,4299,False
2024-02-19,1716,True
2024-02-20,3564,True
2024-02-21,1624,True
2024-02-22,1701,True
2024-02-23,2995,True
2024-02-24,1960,True
2024-02-25,6464,False
2024-02-26,3116,True
2024-02-27,8752,False
2024-02-28,3949,True
2024-02-29,2735,True
2024-03-01,3838,True
2024-03-02,2509,True
2024-03-03,1275,True
2024-03-04,6630,False
2024-03-05,3020,True
2024-03-06,3099,True
2024-03-07,3070,True
2024-03-08,3448,True
2024-03-09,1246,True
2024-03-10,2488,True
2024-03-11,2979,True
2024-03-12,4583,False
2024-03-13,3551,True
2024-03-14,3054,True
2024-03-15,3069,True
2024-03-16,871,True
2024-03-17,2336,True
2024-03-18,2913,True
2024-03-19,4622,False
2024-03-20,4682,False
2024-03-21,3153,True
2024-03-22,3231,True
2024-03-23,1563,True
2024-03-24,1868,True
2024-03-25,2870,True
2024-03-26,6858,False
2024-03-27,2639,True
2024-03-28,2811,True
2024-03-29,2373,True
2024-03-30,3143,True
2024-03-31,1581,True
2024-04-01,2496,True
2024-04-02,4462,False
2024-04-03,804,True
2024-04-04,3408,True
2024-04-05,3558,True
2024-04-06,689,True
2024-04-07,1886,True
2024-04-08,2805,True
2024-04-09,4565,False
2024-04-10,5945,False
2024-04-11,2864,True
2024-04-12,2299,True
2024-04-13,425,True
2024-04-14,850,True
2024-04-15,424,True
2024-04-16,570,True
2024-04-17,969,True
2024-04-18,729,True
2024-04-19,799,True
2024-04-20,463,True
2024-04-21,1797,True
2024-04-22,3065,True
2024-04-23,4066,False
2024-04-24,2203,True
2024-04-25,3107,True
2024-04-26,2431,True
2024-04-27,753,True
2024-04-28,1998,True
2024-04-29,2183,True
2024-04-30,4182,False
2024-05-01,3410,True
2024-05-02,3007,True
2024-05-03,1995,True
2024-05-04,909,True
2024-05-05,2152,True
2024-05-06,1658,True
2024-05-07,4382,False
2024-05-08,2779,True
2024-05-09,2703,True
2024-05-10,940,True
2024-05-11,1092,True
2024-05-12,1819,True
2024-05-13,3298,True
2024-05-14,1456,True
2024-05-15,3118,True
2024-05-16,3070,True
2024-05-17,2823,True
2024-05-18,935,True
2024-05-19,1943,True
2024-05-20,2489,True
2024-05-21,3557,True
2024-05-22,2354,True
2024-05-23,1933,True
2024-05-24,6798,False
2024-05-25,830,True
2024-05-26,960,True
2024-05-27,1240,True
2024-05-28,4676,False
2024-05-29,2831,True
2024-05-30,1175,True
2024-05-31,5235,False
2024-06-01,1781,True
2024-06-02,3566,True
2024-06-03,3275,True
2024-06-04,2714,True
2024-06-05,1271,True
2024-06-06,2007,True
2024-06-07,2429,True
2024-06-08,6560,False
2024-06-09,1839,True
2024-06-10,6588,False
2024-06-11,5068,False
2024-06-12,4378,False
2024-06-13,11133,False
2024-06-14,1829,True
2024-06-15,2063,True
2024-06-16,2435,True
2024-06-17,4320,False
2024-06-18,3575,True
2024-06-19,1391,True
2024-06-20,5525,False
2024-06-21,17783,False
2024-06-22,458,True
2024-06-23,1599,True
2024-06-24,1443,True
2024-06-25,8206,False
2024-06-26,9296,False
2024-06-27,10680,False
2024-06-28,19215,False
2024-06-29,1761,True
2024-06-30,1566,True
2024-07-01,10001,False
2024-07-02,9795,False
2024-07-03,8981,False
2024-07-04,923,True
2024-07-05,13889,False
2024-07-06,1200,True
2024-07-07,1470,True
2024-07-08,16498,False
2024-07-09,12016,False
2024-07-10,16127,False
2024-07-11,16326,False
2024-07-12,12281,False
2024-07-13,1289,True
2024-07-14,757,True
2024-07-15,14011,False
2024-07-16,11020,False
2024-07-17,17984,False
2024-07-18,18502,False
2024-07-19,17796,False
2024-07-20,557,True
2024-07-21,686,True
2024-07-22,1527,True
2024-07-23,1128,True
2024-07-24,1719,True
2024-07-25,2901,True
2024-07-26,1478,True
2024-07-27,609,True
2024-07-28,605,True
2024-07-29,1212,True
2024-07-30,1618,True
2024-07-31,1549,True
2024-08-01,4112,False
2024-08-02,2299,True
2024-08-03,798,True
2024-08-04,1154,True
2024-08-05,1660,True
2024-08-06,1861,True
2024-08-07,1712,True
2024-08-08,1510,True
2024-08-09,3050,True
2024-08-10,716,True
2024-08-11,1120,True
2024-08-12,902,True
2024-08-13,1345,True
2024-08-14,2068,True
2024-08-15,2340,True
2024-08-16,4781,False
2024-08-17,1502,True
2024-08-18,955,True
2024-08-19,1379,True
2024-08-20,722,True
2024-08-21,463,True
2024-08-22,994,True
2024-08-23,3777,True
2024-08-24,1018,True
2024-08-25,2593,True
2024-08-26,11606,False
2024-08-27,14786,False
2024-08-28,8781,False
2024-08-29,12504,False
2024-08-30,12897,False
2024-08-31,926,True
2024-09-01,1003,True
2024-09-02,703,True
2024-09-03,877,True
2024-09-04,1885,True
2024-09-05,7789,False
2024-09-06,4341,False
2024-09-07,726,True
2024-09-08,930,True
2024-09-09,3245,True
2024-09-10,2310,True
2024-09-11,3692,True
2024-09-12,4557,False
2024-09-13,3502,True
2024-09-14,303,True
2024-09-15,764,True
2024-09-16,3603,True
2024-09-17,3051,True
2024-09-18,2901,True
2024-09-19,8587,False
2024-09-20,2301,True
2024-09-21,1022,True
2024-09-22,1492,True
2024-09-23,3489,True
2024-09-24,2880,True
2024-09-25,2755,True
2024-09-26,4349,False
2024-09-27,4237,False
2024-09-28,692,True
2024-09-29,820,True
2024-09-30,2561,True
2024-10-01,3016,True
2024-10-02,2661,True
2024-10-03,4573,False
2024-10-04,3338,True
2024-10-05,3145,True
2024-10-06,1517,True
2024-10-07,3387,True
2024-10-08,2608,True
2024-10-09,3020,True
2024-10-10,5912,False
2024-10-11,2981,True
2024-10-12,960,True
2024-10-13,812,True
2024-10-14,2074,True
2024-10-15,2747,True
2024-10-16,2590,True
2024-10-17,3957,True
2024-10-18,3219,True
2024-10-19,1244,True
2024-10-20,1609,True
2024-10-21,2345,True
2024-10-22,2612,True
2024-10-23,3894,True
2024-10-24,2055,True
2024-10-25,3654,True
2024-10-26,6694,False
2024-10-27,1089,True
2024-10-28,2431,True
2024-10-29,3516,True
2024-10-30,3293,True
2024-10-31,4412,False
2024-11-01,2240,True
2024-11-02,659,True
2024-11-03,1319,True
2024-11-04,4725,False
2024-11-05,1383,True
2024-11-06,2346,True
2024-11-07,4869,False
2024-11-08,2665,True
2024-11-09,1148,True
2024-11-10,998,True
2024-11-11,1050,True
2024-11-12,2481,True
2024-11-13,2242,True
2024-11-14,4573,False
2024-11-15,4309,False
2024-11-16,1586,True
2024-11-17,894,True
2024-11-18,2559,True
2024-11-19,2544,True
2024-11-20,2429,True
2024-11-21,227,True
2024-11-22,3446,True
2024-11-23,885,True
2024-11-24,1028,True
2024-11-25,2388,True
2024-11-26,1971,True
2024-11-27,3050,True
2024-11-28,545,True
2024-11-29,407,True
2024-11-30,421,True
2024-12-01,692,True
2024-12-02,2598,True
2024-12-03,1901,True
2024-12-04,2490,True
2024-12-05,4043,False
2024-12-06,2977,True
2024-12-07,1576,True
2024-12-08,653,True
2024-12-09,2222,True
2024-12-10,2384,True
2024-12-11,2127,True
2024-12-12,3462,True
2024-12-13,2474,True
2024-12-14,4507,False
2024-12-15,712,True
2024-12-16,3249,True
2024-12-17,3734,True
2024-12-18,644,True
2024-12-19,3784,True
2024-12-20,3204,True
2024-12-21,855,True
2024-12-22,1099,True
2024-12-23,1244,True
2024-12-24,1120,True
2024-12-25,1086,True
2024-12-26,701,True
2024-12-27,2363,True
2024-12-28,2775,True
2024-12-29,373,True
2024-12-30,505,True
2024-12-31,441,True
2025-01-01,1058,True
2025-01-02,4599,False
2025-01-03,2236,True
2025-01-04,562,True
2025-01-05,414,True
2025-01-06,1935,True
2025-01-07,2156,True
2025-01-08,2429,True
2025-01-09,3312,True
2025-01-10,3513,True
2025-01-11,914,True
2025-01-12,1394,True
2025-01-13,3372,True
2025-01-14,2327,True
2025-01-15,2378,True
2025-01-16,5357,False
2025-01-17,2426,True
2025-01-18,64,True
2025-01-19,151,True
2025-01-20,1910,True
2025-01-21,2505,True
2025-01-22,2833,True
2025-01-23,3581,True
2025-01-24,2965,True
2025-01-25,779,True
2025-01-26,726,True
2025-01-27,1964,True
2025-01-28,2455,True
2025-01-29,2418,True
2025-01-30,6548,False
2025-01-31,2665,True
2025-02-01,4858,False
2025-02-02,3192,True
2025-02-03,2012,True
2025-02-04,2310,True
2025-02-05,2431,True
2025-02-06,607,True
2025-02-07,2124,True
2025-02-08,668,True
2025-02-09,802,True
2025-02-10,2793,True
2025-02-11,2700,True
2025-02-12,2798,True
2025-02-13,4257,False
2025-02-14,2766,True
2025-02-15,4963,False
2025-02-16,320,True
2025-02-17,604,True
2025-02-18,958,True
2025-02-19,1242,True
2025-02-20,893,True
2025-02-21,1214,True
2025-02-22,2546,True
2025-02-23,2898,True
2025-02-24,16591,False
2025-02-25,11331,False
2025-02-26,1750,True
2025-02-27,4848,False
2025-02-28,8978,False
2025-03-01,796,True
2025-03-02,1192,True
2025-03-03,2570,True
2025-03-04,860,True
2025-03-05,2433,True
2025-03-06,10302,False
2025-03-07,2291,True
2025-03-08,729,True
2025-03-09,1683,True
2025-03-10,2196,True
2025-03-11,2276,True
2025-03-12,2548,True
2025-03-13,4148,False
2025-03-14,2452,True
2025-03-15,626,True
2025-03-16,800,True
2025-03-17,2612,True
2025-03-18,2862,True
2025-03-19,3873,True
2025-03-20,6109,False
2025-03-21,2467,True
2025-03-22,1198,True
2025-03-23,711,True
2025-03-24,2958,True
2025-03-25,6805,False
2025-03-26,2557,True
2025-03-27,928,True
2025-03-28,2185,True
2025-03-29,415,True
2025-03-30,2033,True
2025-03-31,2618,True
2025-04-01,4167,False
2025-04-02,4221,False
2025-04-03,3981,True
2025-04-04,3358,True
2025-04-05,983,True
2025-04-06,940,True
2025-04-07,2566,True
2025-04-08,2259,True
2025-04-09,3615,True
2025-04-10,3756,True
2025-04-11,2413,True
2025-04-12,3337,True
2025-04-13,776,True
2025-04-14,10695,False
2025-04-15,7301,False
2025-04-16,2450,True
2025-04-17,5234,False
2025-04-18,5815,False
2025-04-19,25142,False
2025-04-20,25181,False
2025-04-21,23283,False
2025-04-22,6047,False
2025-04-23,5664,False
2025-04-24,1900,True
2025-04-25,2073,True
2025-04-26,2360,True
2025-04-27,9604,False
2025-04-28,3137,True
2025-04-29,4659,False
2025-04-30,3280,True
2025-05-01,4416,False
2025-05-02,3062,True
2025-05-03,2005,True
2025-05-04,8311,False
2025-05-05,1891,True
2025-05-06,3223,True
2025-05-07,4759,False
2025-05-08,6587,False
2025-05-09,2599,True
2025-05-10,2737,True
2025-05-11,2396,True
2025-05-12,2836,True
2025-05-13,2664,True
2025-05-14,2970,True
2025-05-15,5111,False
2025-05-16,5502,False
2025-05-17,9693,False
2025-05-18,5978,False
2025-05-19,3121,True
2025-05-20,5991,False
2025-05-21,9088,False
2025-05-22,4093,False
2025-05-23,5751,False
2025-05-24,2668,True
2025-05-25,2223,True
2025-05-26,12262,False
2025-05-27,8524,False
2025-05-28,14587,False
2025-05-29,12984,False
2025-05-30,14355,False
2025-05-31,2951,True
2025-06-01,1522,True
2025-06-02,7173,False
2025-06-03,2795,True
2025-06-04,3930,True
2025-06-05,3064,True
2025-06-06,4739,False
2025-06-07,11145,False
2025-06-08,8476,False
2025-06-09,1917,True
2025-06-10,2560,True
2025-06-11,2789,True
2025-06-12,5974,False
2025-06-13,3804,True
2025-06-14,1846,True
2025-06-15,5998,False
2025-06-16,2182,True
2025-06-17,8031,False
2025-06-18,3585,True
2025-06-19,2689,True
2025-06-20,3069,True
2025-06-21,2364,True
2025-06-22,5664,False
2025-06-23,2479,True
2025-06-24,2473,True
2025-06-25,3744,True
2025-06-26,3889,True
2025-06-27,4653,False
2025-06-28,1538,True
2025-06-29,2958,True
2025-06-30,2761,True
2025-07-01,2713,True
2025-07-02,5908,False
2025-07-03,2347,True
2025-07-04,2388,True
2025-07-05,13672,False
2025-07-06,6919,False
2025-07-07,6410,False
2025-07-08,5548,False
2025-07-09,3358,True
2025-07-10,6526,False
2025-07-11,2918,True
2025-07-12,2513,True
2025-07-13,8253,False
2025-07-14,4464,False
2025-07-15,5132,False
2025-07-16,7367,False
2025-07-17,4196,False
2025-07-18,2534,True
